Text,Classification
"Re: AA Meetings the Hottest Place to Meet Women With Big BucksR. A. Hettinga:>Church, AA, same diff?It's difficult to measure which is the greaterliability in a potential mate, religiosity oralcoholism._________________________________________________________________Join the worlds largest e-mail service with MSN Hotmail. http://www.hotmail.com",0
"Re: the underground software vulnerability marketplace and its    hazards (fwd)Hi Kragen,   This is an interesting analysis.  I think that there are a coupleof nits I might pick (for example, I don't expect that the market willbe well developed with highest bidders for while), I think that themost important issue, which is that end users won't be able to fixtheir systems, is almost passed over.  I know that you know this, andyou allude to it, but your essay is getting passed around, so youmight want to add to it bits about the sysadmin and others.   There's one other point which you don't make, which I think is veryimportant, which is that research into defining and addressing classesof vulnerabilities can't happen without libraries of availablevulnerability code.  I can think of three researchers into automatedmethods for addressing vulnerabilities who griped, uninvited, aboutthe quality of the existing vulnerability sites.  Doing research intoa set requires that you have enough examples, in the open, that youcan define a set, and that the set is added to from time to time soyou can make and test predictions.   I feel fairly confident in saying that without full disclosure, wewouldn't have Stackguard, ITS4, Nissus, or snort.  And the securityadmin's job would be a lot harder.AdamOn Thu, Aug 22, 2002 at 08:42:12AM +0200, Eugen Leitl wrote:| -- | -- Eugen* Leitl <a href=""http://leitl.org"">leitl</a>| ______________________________________________________________| ICBMTO: N48 04'14.8'' E11 36'41.2'' http://eugen.leitl.org| 83E5CA02: EDE4 7193 0833 A96B 07A7  1A88 AA58 0E89 83E5 CA02| | | ---------- Forwarded message ----------| Date: Thu, 22 Aug 2002 00:24:54 -0400 (EDT)| From: Kragen Sitaker <kragen@pobox.com>| To: fork@spamassassin.taint.org| Subject: the underground software vulnerability marketplace and its hazards| | On August 7th, an entity known as ""iDEFENSE"" sent out an announcement,| which is appended to this email.  Briefly, ""iDEFENSE"", which bills| itself as ""a global security intelligence company"", is offering cash| for information about security vulnerabilities in computer software| that are not publicly known, especially if you promise not to tell| anyone else.| | If this kind of secret traffic is allowed to continue, it will pose a| very serious threat to our computer communications infrastructure.| | At the moment, the dominant paradigm for computer security research| known as ""full disclosure""; people who discover security| vulnerabilities in software tell the vendor about them, and a short| while later --- after the vendor has had a chance to fix the problem| --- they publish the information, including code to exploit the| vulnerability, if possible.  | | This method has proven far superior to the old paradigm established by| CERT in the late 1980s, which its proponents might call ""responsible| disclosure"" --- never release working exploit code, and never release| any information on the vulnerability before all vendors have released| a patch.  This procedure often left hundreds of thousands of computers| vulnerable to known bugs for months or years while the vendors worked| on features, and often, even after the patches were released, people| wouldn't apply them because they didn't know how serious the problem| was.| | The underground computer criminal community would often discover and| exploit these same holes for months or years while the ""responsible| disclosure"" process kept their victims, who had no connections in the| underground, vulnerable.| | The problem with this is that vulnerabilities that are widely known| are much less dangerous, because their victims can take steps to| reduce their potential impact --- including disabling software,| turning off vulnerable features, filtering traffic in transit, and| detecting and responding to intrusions.  They are therefore much less| useful to would-be intruders.  Also, software companies usually see| security vulnerabilities in their software as PR problems, and so| prefer to delay publication (and the expense of fixing the bugs) as| long as possible.| | iDEFENSE is offering a new alternative that appears far more dangerous| than either of the two previous paradigms.  They want to be a buyer in| a marketplace for secret software vulnerability information, rewarding| discoverers of vulnerabilities with cash.  | | Not long before, Snosoft, a group of security researchers evidently| including some criminal elements, apparently made an offer to sell the| secrecy of some software vulnerability information to the software| vendor; specifically, they apparently made a private offer to| Hewlett-Packard to keep a vulnerability in HP's Tru64 Unix secret if| HP retained Snosoft's ""consulting services"".  HP considered this| extortion and responded with legal threats, and Snosoft published the| information.| | If this is allowed to happen, it will cause two problems which,| together, add up to a catastrophe.| | First, secret software vulnerability information will be available to| the highest bidder, and to nobody else.  For reasons explained later,| I think the highest bidders will generally be organized crime| syndicates, although that will not be obvious to the sellers.| | Second, finding software vulnerabilities and keeping them secret will| become lucrative for many more talented people.  The result will be| --- just as in the ""responsible disclosure"" days --- that the good| guys will remain vulnerable for months and years, while the majority| of current vulnerabilities are kept secret.| | I've heard it argued that the highest bidders will generally be the| vendors of the vulnerable software, but I don't think that's| plausible.  If someone can steal $20 000 because a software bug lets| them, the software vendor is never held liable; often, in fact, the| people who administer the software aren't liable, either --- when| credit card data are stolen from an e-commerce site, for example.| Knowing about a vulnerability before anyone else might save a web-site| administrator some time, and it might save the software vendor some| negative PR, but it can net the thief thousands of dollars.| | I think the highest bidders will be those for whom early vulnerability| information is most lucrative --- the thieves who can use it to| execute the largest heists without getting caught.  Inevitably, that| means organized crime syndicates, although the particular gangs who| are good at networked theft may not yet exist.| | There might be the occasional case where a market leader, such as| Microsoft, could make more money by giving their competitors bad PR| than a gang could make by theft.  Think of a remote-root hole in| Samba, for example.| | Right now, people who know how to find security exploits are either| motivated by personal interest in the subject, motivated by the public| interest, motivated by a desire for individual recognition, or| personally know criminals that benefit from their exploits.  Creating| a marketplace in secret vulnerability information would vastly| increase the availability of that information to the people who can| afford to pay the most for it: spies, terrorists, and organized crime.| | Let's not let that happen.| | | | | This is the original iDEFENSE announcement:| | From: Sunil James [mailto:SJames@iDefense.com]| Sent: Wednesday, August 07, 2002 12:32 PM| Subject: Introducing iDEFENSE's Vulnerability Contributor Program| | | Greetings,| | iDEFENSE is pleased to announce the official launch of its Vulnerability| Contributor Program (VCP). The VCP pays contributors for the advance| notification of vulnerabilities, exploit code and malicious code.| | iDEFENSE hopes you might consider contributing to the VCP. The following| provides answers to some basic questions about the program:| | Q. How will it work?| A. iDEFENSE understands the majority of security researchers do not publish| security research for compensation; rather, it could be for any of a number| of motivations, including the following:| |          * Pure love of security research|          * The desire to protect against harm to targeted networks|          * The desire to urge vendors to fix their products|          * The publicity that often accompanies disclosure| | The VCP is for those who want to have their research made public to the| Internet community, but who would also like to be paid for doing the| work.The compensation will depend, among other things, on the following| items:| |          * The kind of information being shared (i.e. vulnerability or exploit)|          * The amount of detail and analysis provided|          * The potential severity level for the information shared|          * The types of applications, operating systems, and other|            software and hardware potentially affected|          * Verification by iDEFENSE Labs|          * The level of exclusivity, if any, for data granted to iDEFENSE| | Q. Who should contribute to the VCP?| A. The VCP is open to any individual, security research group or other| entity.| | Q. Why are you launching this program?| A. Timeliness remains a key aspect in security intelligence. Contributions| to some lists take time before publication to the public at large. More| often, many of these services charge clients for access without paying the| original contributor. Under the iDEFENSE program, the contributor is| compensated, iDEFENSE Labs verifies the issue, and iDEFENSE clients and the| public at large are warned in a timely manner.| | Q. Who gets the credit?| A. The contributor is always credited for discovering the vulnerability or| exploit information.| | Q. When can I contribute?| The VCP is active. You are welcome to begin contributing today.| | To learn more, go to http://www.idefense.com/contributor.html. If you have| questions or would like to sign up as a contributor to the VCP, please| contact us at contributor@idefense.com.| | Regards,| | Sunil James| Technical Analyst| iDEFENSE| | ""iDEFENSE is a global security intelligence company that proactively| monitors sources throughout the world -- from technical vulnerabilities and| hacker profiling to the global spread of viruses and other malicious code.| The iALERT security intelligence service provides decision-makers, frontline| security professionals and network administrators with timely access to| actionable intelligence and decision support on cyber-related threats.| iDEFENSE Labs is the research wing that verifies vulnerabilities, examines| the behavior of exploits and other malicious code and discovers new| software/hardware weaknesses in a controlled lab environment.""| | http://xent.com/mailman/listinfo/fork| -- ""It is seldom that liberty of any kind is lost all at once.""               -Humehttp://xent.com/mailman/listinfo/fork",0
"Hanson's Sept 11 message in the National Reviewhttp://www.nationalreview.com/hanson/hanson091102.aspSeptember 11, 2002 8:00 a.m.The Wages of September 11There is no going back.September 11 changed our world. Those who deny such a watershed event take asuperficially short-term view, and seem to think all is as before simplybecause the sun still rises and sets.This is a colossal misjudgment. The collapse of the towers, the crashinginto the Pentagon, and the murder of 3,000 Americans  all seen live in realtime by millions the world over  tore off a scab and exposed deep wounds,which, if and when they heal, will leave ugly scars for decades. The killersdealt in icons  the choice of 911 as the date of death, targeting themanifest symbols of global capitalism and American military power, andcentering their destruction on the largest Jewish city in the world. Yes,they got their symbols in spades, but they have no idea that their killinghas instead become emblematic of changes that they could scarcely imagine.Islamic fundamentalism has proved not ascendant, but static, morallyrepugnant  and the worst plague upon the Arab world since the Crusades. Bylurking in the shadows and killing incrementally through stealth, thevampirish terrorists garnered bribes and subsidies through threats andbombs; but pale and wrinkled in the daylight after 9/11, they prove onlyghoulish not fearsome.The more the world knows of al Qaeda and bin Laden, the more it has foundthem both vile and yet banal  and so is confident and eager to eradicatethem and all they stand for. It is one thing to kill innocents, quiteanother to take on the armed might of an aroused United States. Easilydodging a solo cruise missile in the vastness of Afghanistan may make goodtheater and bring about braggadocio; dealing with grim American and Britishcommandos who have come 7,000 miles for your head prompts abject flight andan occasional cheap infomercial on the run. And the ultimate consequence ofthe attacks of September 11 will not merely be the destruction of al Qaeda,but also the complete repudiation of the Taliban, the Iranian mullocracy,the plague of the Pakistani madrassas, and any other would-be fundamentalistparadise on earth.Foreign relations will not be the same in our generation. Our coalition withEurope, we learn, was not a partnership, but more mere alphabeticnomenclature and the mutual back scratching of Euro-American globetrotters a paper alliance without a mission nearly 15 years after the end of the ColdWar. The truth is that Europe, out of noble purposes, for a decade hasinsidiously eroded its collective national sovereignty in order to craft anantidemocratic EU, a 80,000-person fuzzy bureaucracy whose executive poweris as militarily weak as it is morally ambiguous in its reliance on oftendubious international accords. This sad realization September 11 brutallyexposed, and we all should cry for the beloved continent that has for themoment completely lost its moral bearings. Indeed, as the months progressedthe problems inherent in ""the European way"" became all too apparent:pretentious utopian manifestos in lieu of military resoluteness, abstractmoralizing to excuse dereliction of concrete ethical responsibility, andconstant American ankle-biting even as Europe lives in a make-believe Shirewhile we keep back the forces of Mordor from its picturesque borders, withonly a few brave Frodos and Bilbos tagging along. Nothing has proved moresobering to Americans than the skepticism of these blinkered Europeanhobbits after September 11.America learned that ""moderate"" Arab countries are as dangerous as hostileIslamic nations. After September 11, being a Saudi, Egyptian, or Kuwaitimeans nothing special to an American  at least not proof of being any morefriendly or hostile than having Libyan, Syrian, or Lebanese citizenship.Indeed, our entire postwar policy of propping up autocracies on the triad oftheir anticommunism, oil, and arms purchases  like NATO  belongs to apre-9/11 age of Soviet aggrandizement and petroleum monopolies. Now we learnthat broadcasting state-sponsored hatred of Israel and the United States isjust as deadly to our interests as scud missiles  and as likely to comefrom friends as enemies. Worst-case scenarios like Iran and Afghanistanoffer more long-term hope than ""stable regimes"" like the Saudis; governmentsthat hate us have populations that like us  and vice versa; the Saudi royalfamily, whom 5,000 American troops protect, and the Mubarak autocracy, whichhas snagged billions of American dollars, are as afraid of democraticreformers as they are Islamic fundamentalists. And with good reason: Islamicgovernments in Iran and under the Taliban were as hated by the masses asArab secular reformers in exile in the West are praised and championed.The post-9/11 domestic calculus is just as confusing. Generals and themilitary brass call civilians who seek the liberation of Iraq ""chickenhawks"" and worse. Yet such traditional Vietnam-era invective I think ringshollow after September 11, and sounds more like McClellan's shrillnessagainst his civilian overseers who precipitously wanted an odious slaveryended than resonant of Patton's audacity in charging after murderous Nazis.More Americans were destroyed at work in a single day than all thosesoldiers killed in enemy action since the evacuation of Vietnam nearly 30years ago. Indeed, most troops who went through the ghastly inferno ofVietnam are now in or nearing retirement; and, thank God, there is nogeneration of Americans in the present military  other than a few thousandbrave veterans of the Gulf, Mogadishu, and Panama  who have been insustained and deadly shooting with heavy casualties. Because Americansoldiers and their equipment are as impressive as our own domestic securityis lax, in this gruesome war it may well be more perilous to work high up inlower Manhattan, fly regularly on a jumbo jet, or handle mail at thePentagon or CIA than be at sea on a sub or destroyer.Real concern for the sanctity of life may hinge on employing rather thanrejecting force, inasmuch as our troops are as deadly and protected abroadas our women, children, aged, and civilians are impotent and vulnerable athome. It seems to me a more moral gamble to send hundreds of pilots intoharm's way than allow a madman to further his plots to blow up or infectthousands in high-rises.Politics have been turned upside down. In the old days, cynicalconservatives were forced to hold their noses and to practice a sometimesrepellent Realpolitik. In the age of Russian expansionism, they were loatheto champion democracy when it might usher in a socialist Trojan Horse whosebelly harbored totalitarians disguised as parliamentarians. Thus they wereso often at loggerheads with naïve and idealist leftists.No longer. The end of the specter of a deadly and aggressive SovietCommunism has revived democratic ideology as a force in diplomacy. Championsof freedom no longer sigh and back opportunistic rightist thugs who promiseopen economics, loot their treasuries, and keep out the Russians. Instead,even reactionaries are now more likely to push for democratic governments inthe Middle East than are dour and skeptical leftists. The latter, ifmulticulturalists, often believe that democracy is a value-neutral Westernconstruct, not necessarily a universal good; if pacifists, they claimnonintervention, not justice, as their first priority. The Right, not theLeft, now is the greater proponent of global freedom, liberation, andidealism  with obvious domestic ramifications for any Republican presidentastute enough to tap that rich vein of popular support.All this and more are the wages of the disaster of September 11 and thesubsequent terrible year  and yet it is likely that, for good or evil, wewill see things even more incredible in the twelve months ahead.",0
"Re: Ouch... [Bebergflame]Adam Beberg writes:> Shouldn't a politician know not to tell the truth? Odds he's impeached byAs the article you forwarded explained in the second line of text,this politician is a woman.> next Monday? [ob: no-clue-how-they-remove-mayors-in-italy]ob: no-clue-full-stop, as in nearly all Adam Beberg posts.-- <kragen@pobox.com>       Kragen Sitaker     <http://www.pobox.com/~kragen/>Edsger Wybe Dijkstra died in August of 2002.  The world has lost a greatman.  See http://advogato.org/person/raph/diary.html?start=252 andhttp://www.kode-fu.com/geek/2002_08_04_archive.shtml for details.",0
"Tech's Major Decline""Once we thought of the Internet as this thing with infinite capabilities.It was basically just a fad that came along.""Missing from the article is the percentage of foreign enrolement, I wouldbet the numbers of students from Asia (China specificly) has gone up quite abit, and is the only thing keeping the overall numbers from plummiting.""you can't get the chicks with that anymore.""About time us geeks were outcasts again. I was getting sick of hearing aboutgeeks breeding and ending up with autistic children - proving thatintelligence is a genetic defect and a ""do not breed"" flag.)- Adam L. ""Duncan"" Beberg  http://www.mithral.com/~beberg/  beberg@mithral.com-----------------Tech's Major DeclineCollege Students Turning Away From Bits and BytesBy Ellen McCarthyWashington Post Staff WriterTuesday, August 27, 2002; Page E01If John Yandziak had been entering college a few years ago, he might havesought a stake in the ""new"" economy. He might have dreamed of becoming anace code-cracker for the CIA or the National Security Agency, or imaginedtoppling an empire with revolutionary software. Maybe he would have tried touse the Internet to end world hunger.But as Yandziak attends his first college classes this week, he's harboringdifferent academic ambitions. The Ashburn native says he wants to dosomething more social and more interesting than working with computers.Besides, he said while packing for a Charlottesville dormitory room, ""youcan't get the chicks with that anymore.""The tech industry's financial problems are enough to bankrupt the dreams ofsome fair-weather students. But now there's another consequence of the techbust: Enrollment growth in undergraduate computer science departments hascome to a halt.The number of undergraduates majoring in computer science fell 1 percent in2001, according to a report by the Computing Research Association. Andeducators in the field say the trend seems to be accelerating, with somecolleges seeing much greater drops as the new academic year begins.The word is out among department deans that the bust's fallout has trickledinto the classroom, said Maria Clavez, president of the Association ofComputing Machinery.""I've heard everything from no change to modest decline to more dramaticdeclines,"" said Clavez, who will become the dean of science and engineeringat Princeton University in January. ""It can be hard to see this, because atsome colleges the number of people who want to study computer science so farexceeds the available space. [But] it is going to have an effect.""At Virginia Tech, enrollment of undergraduates in the computer sciencedepartment will drop 25 percent this year, to 300. At George WashingtonUniversity, the number of incoming freshmen who plan to study computerscience fell by more than half this year.Interest in undergraduate computer science programs had grown rapidly in thepast decade. In 1997, schools with PhD programs in computer science andcomputer engineering granted 8,063 degrees, according to the ComputingResearch Association. The numbers rose through 2001, when 17,048 degreeswere awarded.The Labor Department projects that software engineering will be thefastest-growing occupation between 2000 and 2010, with othercomputer-related industries trailing close behind.But in the short term that growth may slow, based on the changes amongcollege students. For example, 900 of the 2,000-plus undergraduates studyinginformation technology and engineering at George Mason University werecomputer science majors last year. This year the enrollment in that major isdown to 800, although a newly created and more general informationtechnology major has attracted 200 students.""Having it ease off for a while is a bit of a relief,"" said Lloyd Griffith,dean of George Mason's information technology and engineering school.""Particularly with the field as it has been, they don't want to spend fouryears on something and then not get a job.""Freshman enrollment for the University of Maryland's computer science majoris expected to be about 167 this fall, down from 329 last year. Marylanddecreased its total freshman enrollment by 11 percent, but that alone doesnot account for the drop, said Steve Halperin, dean of Maryland's College ofComputer, Mathematical and Physical Sciences.""We are seeing a decrease in the number of freshmen who are declaring theirinterest in pursuing computer science as a major,"" Halperin said. ""That's afactual statement. But I would say that at this point . . . we don't expectto see a decrease in the number of graduates. Many of the kids who are nolonger expressing an interest in majoring in CS would have fallen off.""Yandziak, who began at the University of Virginia on Saturday, is notconvinced that's the case. He graduated in the top 5 percent of his class,with a 3.9 grade-point average, and nailed the highest possible score on hisadvanced-placement exam in computer science.""All of my classes have been easy for me. Math and sciences were always fun,so I looked for professions in which I could use those things,"" Yandziaksaid. ""I'm just not sure I want my life to be immersed in [technology]. Iwant to do something that will contribute to the practical world.""Harris N. Miller, president of the Information Technology Association ofAmerica, said the last time there was a dearth of computing professionals,salaries skyrocketed and workers benefited from the labor shortage.""There was a tremendous imbalance in the late '90s; potentially you have thesame sort of thing going on right now. People are saying, 'I don't need thiskind of IT training right now,' "" Miller said. ""Our concern as an industryis that if they begin to again see major declines in enrollment, down theroad four years, as the economy picks up, once again companies are going tofind themselves in a shortage situation.""Economic potential weighs heavily in many student career choices, but otherfactors, including program difficulty, personal interests and socialinfluences, also come into play, said Judy Hingle, director of professionaldevelopment at the American College Counseling Association. The perceptionof computer science as an isolating, ""nerdy"" profession is one that many inthe industry have tried to squelch. That stereotype went underground duringthe tech bubble but reemerged during the bust.""All the hipness is gone,"" Yandziak said. ""Once we thought of the Internetas this thing with infinite capabilities. It was basically just a fad thatcame along.""Lamont Thompson, a recent graduate of Calvin Coolidge Senior High School inthe District, is headed to Morehouse College in Atlanta to study businessmarketing, with the intention of going into real estate development.""Technology comes natural to people my age; it's not fascinating anymore,""Thompson said. ""To be honest with you, when I think computer science, Ithink of some guy sitting behind a computer all day in a dark room. It's anecessity, but I wouldn't take it any further.""",0
"Re: Goodbye Global Warming>>>>> ""J"" == Jim Whitehead <ejw@cse.ucsc.edu> writes:    J> For anyone to fully bury global warming, they would need to    J> explain why the dramatic increase in CO2 concentrations are not    J> increasing the global temperature. They would also need to    J> explain why, worldwide, glaciers are melting faster than they    J> have previously in the historical record. The associated links cover that: The surface temperature in spotsfrequented by people is warmer (hence all our groundbased sensorsreporting global warming) although the overall environmentaltemperature is decreasing.Apparently, the real news is not that there is no global warming, butthat our models of the warming were seriously flawed by naiveconvection models.  This too was not news to the theoreticians: Allthat has happened is that NASA has confirmed the naiive convectionconcerns.-- Gary Lawrence Murphy - garym@teledyn.com - TeleDynamics Communications - blog: http://www.auracom.com/~teledyn - biz: http://teledyn.com/ -  ""Computers are useless. They can only give you answers."" (Picasso)",0
"Re: sed /s/United States/Roman Empire/g----- Original Message -----From: ""John Hall"" <johnhall@evergo.net>> Take a list of the richest countries.>> Take a list of the countries that have the counties where markets are> the most free.>> They are, essentially, the same list.Umm... how many of these countries were in poverty & lifted themselves upafter switching?",0
"RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)unwritten rule.  8-)gg-----Original Message-----From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of CDaleSent: Friday, September 06, 2002 10:21 PMTo: Geege SchumanCc: bitbitch@magnesium.net; Adam L. Beberg; fork@spamassassin.taint.orgSubject: RE: Re[2]: Selling Wedded Bliss (was Re: Ouch...)Why should I?  (:COn Fri, 6 Sep 2002, Geege Schuman wrote:> quitcherbraggin.>> :-)> gg>> -----Original Message-----> From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of CDale> Sent: Friday, September 06, 2002 3:42 AM> To: bitbitch@magnesium.net> Cc: Adam L. Beberg; fork@spamassassin.taint.org> Subject: Re[2]: Selling Wedded Bliss (was Re: Ouch...)>>> I dunno, BB.  Women who like to be thought of this way should have the> right to choose to be treated this way.  Men too...  ahem.  (:  My boy> cleans, washes clothes, cooks, fixes stuff, etc, and works the same number> of hours I do, sometimes more, if he has to catch up with me.  (:  I> close him because he is industrious and creative, and because he> unfailingly makes my bed the minute I get out of it.  And boy #2 will be> here soon to help boy #1 with other things such as pedicures,  backrubs,> and sure, fucking.  LOL! (along with the aforementioned ""chores"") Adam can> have his cake and eat it too, if he can only find the right girl who has> the same beliefs about gender  roles that he has. Of course, he has NO> clue where to look, so we will be constantly laughing at him while he> stumbles around in the dark.> Cindy> P.S. the numbers do not in any way indicate importance or favor -- only> the order in which they move into my house.  -smiles at chris-> P.S. #2.  I'm moving.   Going to New Orleans.  Can't handle any more cab> driving.  The summer sucked here on the MS Gulf Coast, instead of rocking> like it normally does.  Wish me luck.  I'm going to look for another> computer job.  Le Sigh.  (:>> On Thu, 5 Sep 2002 bitbitch@magnesium.net wrote:>> > Hello Adam,> >> > Thursday, September 05, 2002, 11:33:18 PM, you wrote:> >> >> > ALB> So, you're saying that product bundling works? Good point.> >> > Sometimes I wish I was still in CA.  You deserve a good beating every> > so often...  (anyone else want to do the honors?)> >> > ALB> And how is this any different from ""normal"" marriage exactly? Other> then> > ALB> that the woman not only gets a man, but one in a country where both> she and> > ALB> her offspring will have actual opportunities? Oh and the lack of> > ALB> ""de-feminized, over-sized, self-centered, mercenary-minded""choices?> >> > Mmkay.  For the nth time Adam, we don't live in the land of> > Adam-fantasy.  Women actually are allowed to do things productive,> > independent and entirely free of their male counterparts.  They aren't> > forced to cook and clean and merely be sexual vessels.   Sometimes,> > and this will come as a shock to you, no doubt, men and women even> > find -love- (which is the crucial distinction between this system) and> > they marry one another for the satisfaction of being together.   I> > know, far-fetched and idealistically crazy as it is, but such things> > do happen.   I can guarantee you, if my mother was approached by my> > father, and 25 years ago, he commented on her cleaning ability as a> > motivator for marrying her, we would not be having this conversation> > now.> >> > If guys still have silly antequated ideas about 'women's role' then> > their opportunities for finding women _will_ be scarce.   Again, these> > situations are great, provided everyone is aware that the relationship> > is a contractual one -- he wants a maid, a dog and a prostitute he> > doesn't have to pay, and she wants a country that isn't impoverished> > and teeming with AIDS.  A contract, versus a true love-interest> > marriage.> >> > Egh.  I really need to stop analyzing your posts to this extent.   I> > blame law school and my cat.> >> > -BB> >> > ALB> - Adam L. ""Duncan"" Beberg> > ALB>   http://www.mithral.com/~beberg/> > ALB>   beberg@mithral.com> >> >> >> >> >> >>> --> ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn>>>>>--""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn",0
Hoag's Objecthttp://oposite.stsci.edu/pubinfo/pr/2002/21/(Shows a picture of a wheel within a wheel galaxy).The universe is a strange and wonderful place.- Jim,0
"[ILUG] Got me a crappy laptopHey,I has just been given an old Toshiba CS100 with earliest pentium and 400mbof HD but only a floppy drive on it, its got Win3.1 which is funny to seeagain but gonna be cleared as soon as i stop messing with it. What I waswondering was could anyone advise what O/S would be good for this, I want asmall usable *nix distro for it that i can transfer to it fom floppy.Connecting this to Winblows>i know that winblows allows pier-to-pierconnections over serial and parellel ports to other winblows but is thiseasy do for connecting winblows to *nix???-- Irish Linux Users' Group: ilug@linux.iehttp://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.List maintainer: listmaster@linux.ie",0
"How unlucky can you get?So, last night around 5:30AM I'm woken up by a loud *craaack*, followed byone of the most dreaded sounds a homeowner ever hears: vast quantities ofwater spilling onto the floor. The water is coming from the bathroom, thetoilet specifically. Turns out the water cistern on the top of the toilethad cracked down the side, and was spilling out all the water.So, after shutting off the water and mopping up, I was left to ponder whatare the odds of having mechanical failure of a large rectangular porcelainbowl, in the absence of any visible stressors (like someone striking it witha sledgehammer)? We hadn't done anything unusual to the toilet in the recentpast -- just normal use. I've *never* heard of this happening to anyone Iknow. The guts, yeah, they fail all the time. But the storage bowl -- never.Geesh.- Jimhttp://xent.com/mailman/listinfo/fork",0
"Re: The Curse of India's SocialismI think that this and other articles confuse Socialism with Bureaucracy.  Libertarianism as implemented in North America is not exactly the shining pinnacle of economic efficiency.Just try starting a telephone company in the US or (even worse) Canada.  It can take a year or more to get the blessing of our own ""Permit Rajs"" at the FCC, PUC, and PTTs (or, in the decidedly more socialist leaning Canada, Industry Canada and the CRTC).Yet, despite all of this intense regulation and paper pushing, as well as regulatory scrutiny by the FTC, SEC, and IRS, the executives of Telecom Companies have managed to bilk the investment community for what looks to be tens of billions of dollars.  They finished their routine with the a quadruple lutz -- laying off hundreds of thousands of workers when it all came crashing down.So.. tell me again.. how are we better off?-Ian.On Tuesday, August 20, 2002, at 12:09 PM, John Hall wrote:> The Mystery of Capital: Why Capitalism Triumphs in the West and Fails> Everywhere Else -- by Hernando De Soto>> Is something I'm reading now.>> My impression is that France is not anywhere near the ""Permit Raj""> nightmare that India is (and became).  Nor has its market been closed> like India's has.>> But De Soto's work is perhaps just as important or more so.  He hasn't> dealt specifically with India, but I recall examples from Peru,> Philippines, and Egypt.  In Lima, his team took over a year (I think it> was 2) working 8 hr days to legally register a 1 person company.  > In the> Philippines, getting legal title can take 20 years.  In Egypt, > about 80%> of the population in Cairo lives in places where they are officially> illegal.>> India hasn't been helped by its socialism.  Socialism has certainly> helped strangle the country in permits.  But perhaps De Soto is right> that the real crippling thing is keeping most of the people out of the> legal, official property system.>> Putting most of the people in the property system was something > the west> only finished about 100 years ago, or Japan did 50 years ago.  It > wasn't> easy, but we live in a society that doesn't even remember we did it.>>>> -----Original Message----->> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of> Robert>> Harley>> Sent: Tuesday, August 20, 2002 11:24 AM>> To: fork@spamassassin.taint.org>> Subject: Re: The Curse of India's Socialism>>>> RAH quoted:>>> Indians are not poor because there are too many of them; they are> poor>>> because there are too many regulations and too much government>> intervention>>> -- even today, a decade after reforms were begun. India's greatest>> problems>>> arise from a political culture guided by socialist instincts on the> one>>> hand and an imbedded legal obligation on the other hand.>>>> Nice theory and all, but s/India/France/g and the statements hold just>> as true, yet France is #12 in the UN's HDI ranking, not #124.>>>>>>> Since all parties must stand for socialism, no party espouses>>> classical liberalism>>>> I'm not convinced that that classical liberalism is a good solution>> for countries in real difficulty.  See Joseph Stiglitz (Nobel for>> Economics) on the FMI's failed remedies.  Of course googling on>> ""Stiglitz FMI"" only brings up links in Spanish and French.  I guess>> that variety of spin is non grata in many anglo circles.>>>>>> R>> http://xent.com/mailman/listinfo/fork>> http://xent.com/mailman/listinfo/forkhttp://xent.com/mailman/listinfo/fork",0
